region;personas_hogar;meses_en_chile;mayores_15;sexo_seleccionado;edad_seleccionado;nacionalidad_seleccionado;barrio;P1;P2;P3;P5_pais;P6;P8;P15;P24;I_1_P58;I_2_P58;I_3_P58;I_4_P58;I_5_P58;I_6_P58;I_7_P58;I_1_P75;I_2_P75;I_3_P75;I_4_P75;I_5_P75;I_6_P75;I_7_P75;I_8_P75;I_9_P75;I_10_P75;I_11_P75;P76;P77;P77_cod_O1;P77_cod_O2;P77_cod_O3;P78;P79;P80;P80_cod_O1;P80_cod_O2;P81;I_1_P82;I_2_P82;I_3_P82;I_4_P82;I_5_P82;I_6_P82;I_7_P82;I_8_P82
1;3;Sí;3;Mujer;63;Chileno;Barrios de Iquique y Alto Hospicio;Esposo(a) o cónyuge;Mujer;63; ; ;Chilena (exclusivamente);Casado/a;3;En desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;No; ; ; ; ; ;No; ; ; ; ;Bastante de acuerdo;Bastante de acuerdo;Poco de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Nada de acuerdo;Poco de acuerdo;Bastante de acuerdo
1;2;Sí;1;Mujer;33;Extranjero;Barrios de Iquique y Alto Hospicio;Jefe(a) de Hogar;Mujer;33;Perú; ;Otra nacionalidad (extranjeros);Soltero/a;6;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;En desacuerdo;En desacuerdo;En desacuerdo;Muy de acuerdo;En desacuerdo;De acuerdo;Muy de acuerdo;De acuerdo;De acuerdo;No responde [NO LEER]; ; ; ; ; ;No; ; ; ; ;Poco de acuerdo;Bastante de acuerdo;Poco de acuerdo;Poco de acuerdo;Poco de acuerdo;Poco de acuerdo;Poco de acuerdo;Poco de acuerdo
1;3;Sí;1;Mujer;48;Extranjero;Barrios de Iquique y Alto Hospicio;Jefe(a) de Hogar;Mujer;48;Perú; ;Otra nacionalidad (extranjeros);Separado/a;7;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;De acuerdo;Muy de acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;No sabe [NO LEER]; ; ; ; ; ;No; ; ; ; ;Bastante de acuerdo;Bastante de acuerdo;Poco de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Poco de acuerdo;Bastante de acuerdo;Bastante de acuerdo
1;3;Sí;3;Mujer;42;Extranjero;Barrios de Iquique y Alto Hospicio;Jefe(a) de Hogar;Mujer;42;Bolivia; ;Otra nacionalidad (extranjeros);Soltero/a;5;De acuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;Muy de acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;Muy de acuerdo;No responde [NO LEER]; ; ; ; ; ;No; ; ; ; ;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Poco de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo
1;3;Sí;3;Mujer;38;Extranjero;Barrios de Iquique y Alto Hospicio;Hermano(a);Mujer;38;Colombia; ;Otra nacionalidad (extranjeros);Soltero/a;5;Ni de acuerdo ni en desacuerdo;Muy de acuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Muy de acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;De acuerdo;No; ; ; ; ; ;No; ; ; ; ;Poco de acuerdo;Poco de acuerdo;Poco de acuerdo;Poco de acuerdo;Poco de acuerdo;Poco de acuerdo;Bastante de acuerdo;Poco de acuerdo
1;5;Sí;3;Mujer;21;Extranjero;Barrios de Iquique y Alto Hospicio;Conviviente de hecho o pareja;Mujer;33;Bolivia; ;Otra nacionalidad (extranjeros);Conviviendo o en pareja (no casado/a tampoco unión civil);6;En desacuerdo;Muy de acuerdo;De acuerdo;Muy de acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;Muy en desacuerdo;En desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;Muy de acuerdo;De acuerdo;Muy de acuerdo;No; ; ; ; ; ;No; ; ; ; ;Poco de acuerdo;Bastante de acuerdo;Muy de acuerdo;Poco de acuerdo;Bastante de acuerdo;Poco de acuerdo;Bastante de acuerdo;Nada de acuerdo
1;5;Sí;2;Mujer;52;Extranjero;Barrios de Iquique y Alto Hospicio;Jefe(a) de Hogar;Mujer;52;Bolivia; ;Otra nacionalidad (extranjeros);Casado/a;7;En desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;Muy de acuerdo;Muy en desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;No responde [NO LEER]; ; ; ; ; ;No responde [NO LEER]; ; ; ; ;Poco de acuerdo;Nada de acuerdo;Nada de acuerdo;Nada de acuerdo;Poco de acuerdo;Poco de acuerdo;Poco de acuerdo;Poco de acuerdo
1;5;Sí;2;Mujer;33;Extranjero;Barrios de Iquique y Alto Hospicio;Hermano(a);Mujer;21;Perú; ;Otra nacionalidad (extranjeros);Soltero/a;4;No sabe [NO LEER];Muy en desacuerdo;De acuerdo;En desacuerdo;Muy en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;En desacuerdo;Muy de acuerdo;En desacuerdo;Muy de acuerdo;De acuerdo;De acuerdo;Muy de acuerdo;De acuerdo;De acuerdo;En desacuerdo;No; ; ; ; ; ;No sabe [NO LEER]; ; ; ; ;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Poco de acuerdo;Bastante de acuerdo;Poco de acuerdo;Poco de acuerdo;Bastante de acuerdo
1;8;Sí;3;Mujer;50;Extranjero;Barrios de Iquique y Alto Hospicio;Conviviente de hecho o pareja;Mujer;50;Perú; ;Otra nacionalidad (extranjeros);Conviviendo o en pareja (no casado/a tampoco unión civil);7;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;Muy de acuerdo;De acuerdo;De acuerdo;No; ; ; ; ; ;No sabe [NO LEER]; ; ; ; ;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Poco de acuerdo;Poco de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Poco de acuerdo
1;4;Sí;2;Mujer;41;Extranjero;Barrios de Iquique y Alto Hospicio;Jefe(a) de Hogar;Mujer;41;Colombia; ;Otra nacionalidad (extranjeros);Soltero/a;5;Ni de acuerdo ni en desacuerdo;De acuerdo;Muy en desacuerdo;Muy de acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;Muy de acuerdo;En desacuerdo;De acuerdo;Muy en desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;Muy de acuerdo;En desacuerdo;De acuerdo;No responde [NO LEER]; ; ; ; ; ;No; ; ; ; ;Bastante de acuerdo;Poco de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Poco de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Poco de acuerdo
1;3;Sí;1;Mujer;48;Extranjero;Barrios de Iquique y Alto Hospicio;Jefe(a) de Hogar;Mujer;48;Perú; ;Otra nacionalidad (extranjeros);Separado/a;6;De acuerdo;Muy de acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;Muy de acuerdo;En desacuerdo;Muy de acuerdo;De acuerdo;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;No; ; ; ; ; ;No; ; ; ; ;Bastante de acuerdo;Bastante de acuerdo;Poco de acuerdo;Poco de acuerdo;Muy de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo
1;2;Sí;2;Mujer;33;Extranjero;Barrios de Iquique y Alto Hospicio;Jefe(a) de Hogar;Mujer;33;Ecuador; ;Otra nacionalidad (extranjeros);Soltero/a;9;En desacuerdo;En desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;En desacuerdo;Muy en desacuerdo;Muy de acuerdo;Muy en desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;No responde [NO LEER];De acuerdo;De acuerdo;No; ; ; ; ; ;No; ; ; ; ;Bastante de acuerdo;Poco de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Poco de acuerdo;Poco de acuerdo;Bastante de acuerdo
1;1;Sí;1;Mujer;22;Extranjero;Barrios de Iquique y Alto Hospicio;Jefe(a) de Hogar;Mujer;22;Bolivia; ;Otra nacionalidad (extranjeros);Soltero/a;9;Muy en desacuerdo;En desacuerdo;De acuerdo;Muy en desacuerdo;En desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Muy de acuerdo;En desacuerdo;Muy de acuerdo;En desacuerdo;De acuerdo;De acuerdo;Muy de acuerdo;De acuerdo;No responde [NO LEER];Muy de acuerdo;De acuerdo;No; ; ; ; ; ;No; ; ; ; ;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Muy de acuerdo;Muy de acuerdo;Poco de acuerdo;NS [NO LEER];Muy de acuerdo
1;3;Sí;2;Mujer;33;Extranjero;Barrios de Iquique y Alto Hospicio;Jefe(a) de Hogar;Mujer;33;Bolivia; ;Otra nacionalidad (extranjeros);Conviviendo o en pareja (no casado/a tampoco unión civil);4;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Muy de acuerdo;Ni de acuerdo ni en desacuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;En desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;Muy de acuerdo;En desacuerdo;De acuerdo;Muy de acuerdo;En desacuerdo;Muy de acuerdo;No responde [NO LEER]; ; ; ; ; ;No sabe [NO LEER]; ; ; ; ;Muy de acuerdo;Nada de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Poco de acuerdo;Bastante de acuerdo;Bastante de acuerdo
1;1;Sí;1;Hombre;52;Extranjero;Barrios de Iquique y Alto Hospicio;Jefe(a) de Hogar;Hombre;52;Otro; ;Otra nacionalidad (extranjeros);Soltero/a;9;En desacuerdo;Ni de acuerdo ni en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;En desacuerdo;En desacuerdo;Muy en desacuerdo;De acuerdo;En desacuerdo;No sabe [NO LEER];Muy de acuerdo;De acuerdo;De acuerdo;Muy de acuerdo;De acuerdo;Muy de acuerdo;Muy de acuerdo;En desacuerdo;No; ; ; ; ; ;No; ; ; ; ;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Poco de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Poco de acuerdo
1;3;Sí;3;Mujer;63;Extranjero;Barrios de Iquique y Alto Hospicio;Jefe(a) de Hogar;Mujer;63;Ecuador; ;Otra nacionalidad (extranjeros);Soltero/a;Totalmente satisfecho;De acuerdo;De acuerdo;Muy en desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;No; ; ; ; ; ;No; ; ; ; ;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Poco de acuerdo
1;1;Sí;1;Hombre;59;Chileno;Barrios de Iquique y Alto Hospicio;Jefe(a) de Hogar;Hombre;59; ;Más de 5 años;Chilena (exclusivamente);Soltero/a;6;Ni de acuerdo ni en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;Muy de acuerdo;No; ; ; ; ; ;No; ; ; ; ;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Poco de acuerdo;Bastante de acuerdo;Bastante de acuerdo
1;2;Sí;2;Hombre;59;Extranjero;Barrios de Iquique y Alto Hospicio;Jefe(a) de Hogar;Hombre;59;Perú; ;Otra nacionalidad (extranjeros);Conviviendo o en pareja bajo el acuerdo de unión civil;5;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Muy en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Muy de acuerdo;En desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;De acuerdo;En desacuerdo;De acuerdo;No responde [NO LEER]; ; ; ; ; ;No responde [NO LEER]; ; ; ; ;Poco de acuerdo;Poco de acuerdo;Poco de acuerdo;Poco de acuerdo;Bastante de acuerdo;Nada de acuerdo;Poco de acuerdo;Poco de acuerdo
1;1;Sí;1;Hombre;46;Extranjero;Barrios de Iquique y Alto Hospicio;Jefe(a) de Hogar;Hombre;46;Ecuador; ;Otra nacionalidad (extranjeros);Soltero/a;3;De acuerdo;Muy de acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;Muy de acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;Muy de acuerdo;Muy de acuerdo;De acuerdo;Muy de acuerdo;Muy de acuerdo;De acuerdo;No; ; ; ; ; ;No; ; ; ; ;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Poco de acuerdo;Bastante de acuerdo;Poco de acuerdo;Poco de acuerdo;Bastante de acuerdo
1;3;Sí;3;Mujer;42;Chileno;Barrios de Iquique y Alto Hospicio;Esposo(a) o cónyuge;Mujer;42; ; ;Chilena (exclusivamente);Casado/a;8;En desacuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;En desacuerdo;De acuerdo;Sí;pedir carnet de identidad;Control de identidad (control preventivo); ; ;Satisfecho;No; ; ; ; ;Poco de acuerdo;Muy de acuerdo;Poco de acuerdo;Bastante de acuerdo;Poco de acuerdo;Nada de acuerdo;Nada de acuerdo;Nada de acuerdo
1;8;Sí;5;Hombre;58;Extranjero;Barrios de Iquique y Alto Hospicio;Yerno/Nuera;Hombre;58;Perú; ;Otra nacionalidad (extranjeros);Soltero/a;7;De acuerdo;De acuerdo;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;En desacuerdo;En desacuerdo;De acuerdo;En desacuerdo;No sabe [NO LEER];De acuerdo;En desacuerdo;De acuerdo;Sí;pedir carnet;Control de identidad (control preventivo); ; ;Satisfecho;Sí;papeles de residencia;Otros; ;Satisfecho;Bastante de acuerdo;Bastante de acuerdo;Poco de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Poco de acuerdo
1;3;Sí;1;Hombre;75;Chileno;Barrios de Iquique y Alto Hospicio;Jefe(a) de Hogar;Hombre;75; ; ;Chilena (exclusivamente);Casado/a;Totalmente satisfecho;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;En desacuerdo;De acuerdo;No; ; ; ; ; ;No; ; ; ; ;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Muy de acuerdo;Poco de acuerdo
1;4;Sí;4;Hombre;77;Extranjero;Barrios de Iquique y Alto Hospicio;Jefe(a) de Hogar;Hombre;77;Bolivia; ;Otra nacionalidad (extranjeros);Soltero/a;Totalmente satisfecho;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;De acuerdo;De acuerdo;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;No; ; ; ; ; ;No; ; ; ; ;Bastante de acuerdo;Poco de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Poco de acuerdo
1;5;Sí;3;Mujer;41;Extranjero;Barrios de Iquique y Alto Hospicio;Esposo(a) o cónyuge;Mujer;41;Perú; ;Otra nacionalidad (extranjeros);Casado/a;Totalmente satisfecho;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;No; ; ; ; ; ;No; ; ; ; ;Bastante de acuerdo;Bastante de acuerdo;Nada de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Poco de acuerdo
1;4;Sí;3;Mujer;45;Extranjero;Barrios de Iquique y Alto Hospicio;Conviviente de hecho o pareja;Mujer;45;Perú; ;Otra nacionalidad (extranjeros);Conviviendo o en pareja (no casado/a tampoco unión civil);8;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;Sí;consulta por una persona;Otros; ; ;Satisfecho;No; ; ; ; ;Bastante de acuerdo;Bastante de acuerdo;Nada de acuerdo;Poco de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Nada de acuerdo
1;1;Sí;1;Hombre;34;Extranjero;Barrios de Iquique y Alto Hospicio;Jefe(a) de Hogar;Hombre;34;Venezuela; ;Otra nacionalidad (extranjeros);Soltero/a;8;De acuerdo;De acuerdo;Muy en desacuerdo;Muy en desacuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;Muy de acuerdo;De acuerdo;En desacuerdo;De acuerdo;No; ; ; ; ; ;No; ; ; ; ;Bastante de acuerdo;Muy de acuerdo;Nada de acuerdo;Muy de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Nada de acuerdo
1;4;Sí;3;Mujer;52;Chileno;Barrios de Iquique y Alto Hospicio;Esposo(a) o cónyuge;Mujer;52; ;Más de 5 años;Chilena (exclusivamente);Casado/a;7;Muy en desacuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;En desacuerdo;En desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;De acuerdo;Muy en desacuerdo;Muy en desacuerdo;De acuerdo;De acuerdo;Sí;control de transito;Control de tránsito; ; ;Satisfecho;No; ; ; ; ;Muy de acuerdo;Bastante de acuerdo;Poco de acuerdo;Poco de acuerdo;Bastante de acuerdo;Poco de acuerdo;Bastante de acuerdo;Bastante de acuerdo
1;2;Sí;2;Hombre;62;Extranjero;Barrios de Iquique y Alto Hospicio;Jefe(a) de Hogar;Hombre;63;Perú; ;Otra nacionalidad (extranjeros);Casado/a;Totalmente satisfecho;Muy de acuerdo;Muy de acuerdo;En desacuerdo;Muy en desacuerdo;De acuerdo;Muy de acuerdo;Muy de acuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy de acuerdo;Muy en desacuerdo;En desacuerdo;Muy de acuerdo;Muy de acuerdo;De acuerdo;Muy de acuerdo;Muy de acuerdo;No; ; ; ; ; ;No; ; ; ; ;Muy de acuerdo;Muy de acuerdo;Bastante de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Poco de acuerdo
1;6;Sí;5;Mujer;54;Chileno;Barrios de Iquique y Alto Hospicio;Esposo(a) o cónyuge;Mujer;59; ; ;Chilena (exclusivamente);Casado/a;6;Muy de acuerdo;Muy de acuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy de acuerdo;De acuerdo;Muy de acuerdo;Muy en desacuerdo;De acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;De acuerdo;Muy de acuerdo;De acuerdo;Muy en desacuerdo;Muy de acuerdo;Muy de acuerdo;No; ; ; ; ; ;No; ; ; ; ;Muy de acuerdo;Muy de acuerdo;NS [NO LEER];Poco de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Nada de acuerdo
1;4;Sí;1;Mujer;59;Extranjero;Barrios de Iquique y Alto Hospicio;Jefe(a) de Hogar;Mujer;59;Bolivia; ;Otra nacionalidad (extranjeros);Casado/a;5;Muy de acuerdo;Muy de acuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy en desacuerdo;Muy en desacuerdo;No sabe [NO LEER];Muy de acuerdo;No sabe [NO LEER];Muy de acuerdo;No sabe [NO LEER];Muy de acuerdo;No; ; ; ; ; ;No; ; ; ; ;Poco de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Poco de acuerdo;Bastante de acuerdo
1;3;Sí;2;Mujer;43;Extranjero;Barrios de Iquique y Alto Hospicio;Jefe(a) de Hogar;Mujer;43;Perú; ;Otra nacionalidad (extranjeros);Conviviendo o en pareja (no casado/a tampoco unión civil);7;Muy de acuerdo;Muy de acuerdo;De acuerdo;Muy en desacuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy en desacuerdo;Muy de acuerdo;Muy de acuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy de acuerdo;Muy en desacuerdo;Muy de acuerdo;De acuerdo;Muy de acuerdo;Muy de acuerdo;No; ; ; ; ; ;No; ; ; ; ;Bastante de acuerdo;Muy de acuerdo;Nada de acuerdo;Muy de acuerdo;Muy de acuerdo;Nada de acuerdo;Poco de acuerdo;Muy de acuerdo
1;3;Sí;2;Mujer;38;Extranjero;Barrios de Iquique y Alto Hospicio;Conviviente de hecho o pareja;Mujer;36;Bolivia; ;Otra nacionalidad (extranjeros);Conviviendo o en pareja (no casado/a tampoco unión civil);5;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy en desacuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy en desacuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy en desacuerdo;Muy de acuerdo;Muy en desacuerdo;En desacuerdo;Muy en desacuerdo;De acuerdo;No; ; ; ; ; ;No; ; ; ; ;Muy de acuerdo;Muy de acuerdo;Nada de acuerdo;Muy de acuerdo;Nada de acuerdo;Muy de acuerdo;Poco de acuerdo;Poco de acuerdo
1;2;Sí;2;Mujer;42;Extranjero;Barrios de Iquique y Alto Hospicio;Conviviente de hecho o pareja;Mujer;31;Bolivia; ;Otra nacionalidad (extranjeros);Conviviendo o en pareja (no casado/a tampoco unión civil);Totalmente satisfecho;Muy de acuerdo;Muy de acuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy en desacuerdo;Muy de acuerdo;Muy de acuerdo;De acuerdo;Muy de acuerdo;Muy de acuerdo;De acuerdo;Muy en desacuerdo;No sabe [NO LEER];De acuerdo;No sabe [NO LEER];No; ; ; ; ; ;No; ; ; ; ;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;NS [NO LEER];NS [NO LEER];Muy de acuerdo;Muy de acuerdo;Nada de acuerdo
1;5;Sí;4;Hombre;40;Chileno;Barrios de Iquique y Alto Hospicio;Padre/Madre;Hombre;68; ;Más de 5 años;Chilena (exclusivamente);Soltero/a;9;De acuerdo;De acuerdo;De acuerdo;No sabe [NO LEER];En desacuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;Muy de acuerdo;De acuerdo;Sí;daño a su vehiculo;Víctima de un delito; ; ;Muy satisfecho;No; ; ; ; ;Bastante de acuerdo;Muy de acuerdo;Poco de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Poco de acuerdo;Poco de acuerdo;Bastante de acuerdo
1;2;Sí;2;Mujer;51;Extranjero;Barrios de Iquique y Alto Hospicio;Jefe(a) de Hogar;Mujer;51;Perú; ;Otra nacionalidad (extranjeros);Soltero/a;5;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;No; ; ; ; ; ;No; ; ; ; ;Bastante de acuerdo;Muy de acuerdo;Nada de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo;NS [NO LEER]
1;3;Sí;3;Hombre;55;Extranjero;Barrios de Iquique y Alto Hospicio;Jefe(a) de Hogar;Hombre;55;Perú; ;Otra nacionalidad (extranjeros);Casado/a;7;De acuerdo;De acuerdo;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;De acuerdo;No sabe [NO LEER];No; ; ; ; ; ;No; ; ; ; ;Poco de acuerdo;Muy de acuerdo;Poco de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Poco de acuerdo;Bastante de acuerdo
